lat,lon,node.location_id,posts_match,posts_sum
50.70478,7.11385,160333420661980,1007,1278
50.718219,7.152149,623311731,655,1433
50.73965,7.11976,1020237355,453,854
50.71078,7.14077,215416974,370,2020
50.73651,7.09288,14776968,276,1950
50.742213657045,7.1389220677964,959241913,168,415
50.68159,7.15317,535170833341983,163,261
50.67038,7.18767,520775137,150,239
50.68833,7.14723,1027518482,139,433
50.683630225135,7.1599762070666,50635685,137,9140
50.73209,7.10057,506801596196604,137,883
50.7269099,7.10043,390604751552023,135,502
50.73529,7.10285,1625093844476688,134,823
50.71807804502,7.1525847665282,153814,133,8530
50.7238,7.10159,15584956,132,247
50.73655,7.09993,239436576673251,115,434
50.683630225135,7.1599762070666,228014686,114,14061
50.73214,7.10177,959298086,107,312
50.71703,7.15322,818755,102,812
50.7333,7.1,107481562,102,18691
50.68519,7.15052,229774289,99,1636
50.73782,7.08166,1017471896,95,291
50.7351,7.09923,1007444547,94,23099
50.71223,7.16445,453413485136948,94,111
50.706147392571,7.1445977712143,250220579,83,461
50.732956682684,7.0996653216117,13629673,82,536
50.73404,7.08821,547974247,80,333
50.73111,7.09829,1846488945385496,76,286
50.7265,7.09996,1006643179,75,12056
50.71251,7.10644,31571465,74,374
50.73807,7.10097,10391196,68,218
50.719352244208,7.1219302367706,182773845402889,67,2099
50.71251,7.10644,436577587,65,245
50.7313186483,7.0976597507,1121333768064671,64,88
50.731318648258,7.0976597506595,1121333768064671,64,94
50.722369,7.0889515,254105179,64,204
50.73543,7.10266,26773603,60,196
50.7310819,7.0983866364,1846488945385496,60,268
50.72664,7.10496,137610566946651,59,182
50.733539,7.108343,241355176,58,1220
50.73352,7.10811,241355176,55,1185
50.73585,7.09847,334607173968407,53,569
50.73772,7.1055,110010467099710,52,101
50.74342,7.09007,326708944827861,51,263
50.73812,7.10288,370077866704590,46,189
50.739836512461,7.0873188972473,860017574,46,869
50.73618,7.10285,1108518,45,329
50.740941192,7.123640382,370627303772114,44,115
50.726743350362,7.0744672,303903574,43,1777
50.74234,7.09148,113959400,42,211
50.683606109896,7.1756910879934,254824767,42,563
50.7333,7.13333,242136127,41,12695
50.70365,7.09687,1621050931552849,41,104
50.72378,7.09921,289262328,41,94
50.7367,7.0969,399540343,40,364
50.73679,7.09733,3700977,39,591
50.7398365125,7.0873188972,860017574,39,706
50.7347,7.10291,113061847120689,37,65
50.74715,7.06673,363928073973852,37,103
50.719008856201,7.1221275443308,1131288153563080,36,2816
50.73289,7.09956,13629673,36,426
50.70478,7.11385,267589695,36,50
50.73594,7.10543,236238860393749,35,91
50.68309268,7.16162843,741552239,35,85
50.73642,7.09564,110454114091306,34,89
50.73953,7.09969,39121067,34,228
50.726253652502,7.0711682425022,1362655087150389,31,97
50.7157,7.12682,654610338299513,31,270
50.736,7.09505,496637443,30,422
50.68159,7.15317,236251931,30,1450
50.73636,7.10309,304971824,30,130
50.7353,7.09864,670184136778581,29,107
50.74256,7.10397,2301836603413786,29,60
50.73216,7.09984,102189038328216,28,54
50.67048,7.15848,459232972,28,66
50.7359960208,7.1008950723,2257201,28,506
50.73486,7.10196,638929649,28,226
50.71035,7.12677,213230629,26,370
50.73852,7.10079,278510412,26,226
50.69039,7.1418,2659955660745436,25,123
50.737204281999,7.0989949358237,101038331627558,25,113
50.739196553003,7.1224539786142,302215234,25,200
50.7375330629,7.1129874751,2756522,25,147
50.74028,7.09866,650087361,25,194
50.73603,7.10099,2257201,25,391
50.73506,7.10234,106093368106658,24,104
50.74062,7.11327,1027111031,24,279
50.733173054944,7.0968566103966,26805807,24,186
50.68563,7.15503,412295083,23,321
50.74406,7.0553,342252717,23,109
50.73677,7.09009,100367844706584,23,58
50.73755399637,7.1128790377232,2756522,23,172
50.68688,7.15562,1873020959622931,23,121
50.73524,7.1029,43361670,22,284
50.683804046154,7.1583078961538,24070302,22,357
50.72286,7.11312,274445224,22,183
50.704950205552,7.1120852795335,849782957,21,89
50.73313,7.09703,26805807,21,137
50.72573,7.0719,279357712,21,63
50.74134,7.10118,173665108,20,438
50.7364,7.11725,667124463471085,20,48
50.71771,7.15531,617376671790713,20,194
50.73563,7.09514,1005241921,20,67
50.73672,7.09739,237012910,20,757
50.73985,7.08805,263084877499636,19,272
50.68257,7.15271,2202835146636949,19,40
50.73506,7.10234,16189846,19,153
50.66432,7.17109,313398172530029,18,40
50.73987,7.08668,311117357,18,600
50.6643199,7.17109,580286334,18,43
50.735573207197,7.1081637397097,241462299,18,8964
50.717329143401,7.1521550516796,1637080793229363,18,295
50.737204282,7.0989949358,101038331627558,18,27
50.72336,7.10394,14403097,18,158
50.708361824829,7.1672762149436,5299648,18,93
50.7368499,7.10524,517686431,18,442
50.73671,7.09681,351277635269479,18,896
50.712010383606,7.1449699401855,733793792,17,68
50.71413,7.05789,111363480204042,17,36
50.71423,7.04676,383435199,17,51
50.72672,7.07209,722303334872057,17,148
50.747168650835,7.0666852130892,1029943800,17,50
50.729160156654,7.1279296875125,112904959061860,17,2343
50.736917961134,7.0969088417431,3148868,17,548
50.73626,7.10355,179779739088869,17,92
50.73417,7.18018,1014616436,17,52
50.73716,7.10116,291348289,16,303
50.69063,7.17139,763001,16,384
50.73706,7.08802,3901217,16,212
50.73585,7.09518,1028357277,16,251
50.6955,7.12195,242233832,16,544
50.719417612875,7.1221680045338,1740634982821229,16,279
50.70057153964,7.0575942778563,108674720512909,16,50
50.710405700922,7.1442686885424,214992500,16,6728
50.73022,7.10535,142653990,16,185
50.738134948351,7.106203007137,17300416,15,1124
50.72359,7.08937,8132247,15,270
50.7254495118,7.093300388,1629376940714288,15,177
50.737599087288,7.102264754471,108607050925484,15,49
50.68545,7.15542,261721270,15,201
50.70787,7.03754,214948577,15,54
50.718596211288,7.1221357977068,1920980934838435,15,40
50.6927,7.16012,1013757500,15,2637
50.73774197,7.102448,109516110522626,14,79
50.722394266312,7.104261370246,110551544187839,14,18
50.68833,7.14723,1893043340821474,14,52
50.71412,7.04644,154668467897758,14,48
50.714059565264,7.0471650548345,30396656,14,48
50.7126,7.10884,933806480,14,2697
50.7398109,7.1249399,5558633,14,227
50.7435522,7.1001687,1012562781,14,1148
50.73893,7.11627,836336233172054,13,144
50.74217,7.09669,33021859,13,70
50.73404,7.08821,334445983,13,199
50.73461,7.10451,4446297,13,283
50.7366699,7.1002,1015151206,13,45
50.704667790323,7.1351361272589,236501723,13,3226
50.73727,7.10442,329878440680168,13,113
50.68785,7.16334,473566649520555,13,123
50.7376,7.09886,242317425,13,111
50.73352,7.10811,343905499345325,12,99
50.7274513,7.0746598,1019079052,12,557
50.736663048368,7.1000692383845,271651935,12,1033
50.68082,7.14974,12507819,12,152
50.6879,7.14755,1855097291482830,12,4518
50.72654,7.09677,544663705717876,12,158
50.7368507,7.0992999,1023833359,12,765
50.71011,7.12881,493865114308064,12,46
50.661709403333,7.1742243333333,722942432,12,2345
50.65867,7.15575,1175760622541125,12,42
50.73644,7.09809,237967082,12,582
50.741113640001,7.0973833549958,100605904743228,11,7669
50.73289,7.09956,459165905,11,117
50.73654,7.09842,1565535,11,706
50.737489604889,7.1172519971481,404804466543428,11,3841
50.716291590411,7.1276469220891,7253200,11,88
50.71439,7.16661,31067260,11,67
50.68406856,7.15407737,434039426930550,11,22
50.7369179611,7.0969088417,3148868,11,466
50.7361460925,7.1061598926,138505380261060,10,289
50.7322216956,7.0965389295,399873780,10,2285
50.71922,7.14996,1261498937297915,10,1527
50.707404636616,7.1211039929838,273918806550701,10,22
50.733456878551,7.0938769371596,102416757974675,10,432
50.73399382,7.10140866,1020659428,10,1038
50.716171776876,7.127628114771,101668184892714,10,110
50.735410920138,7.1020746064979,1943216032601431,10,541
50.7355564,7.1013464,1943216032601431,10,231
50.7255891253,7.0932529489,1629376940714288,10,153
50.7381349484,7.1062030071,17300416,10,992
50.727486,7.100128,309748946,10,69
50.7167,7.16667,235392525,10,2344
50.726458961318,7.0745086669922,486193738582026,10,215
50.7459,7.09489,1012004710,10,6693
50.7333,7.13333,303170831,10,1466
50.71829952,7.15016085,237273072,10,402
50.736118185238,7.1060537566603,138505380261060,9,330
50.74332,7.1039,581286238,9,300
50.7432,7.08601,1010686866,9,2370
50.73384,7.10135,507779259677979,9,105
50.68484,7.15696,764182610373162,9,320
50.73445,7.10356,10250574,9,214
50.7342675603,7.1019196692,7996282,9,48
50.738523,7.089055,382427905,9,261
50.6835499,7.15431,236811813,9,195
50.73771,7.10207,245866272,9,122
50.685918421,7.1549193915,237104689,9,98
50.7369988,7.088311715767,27564176,9,56
50.695438582544,7.1627499279549,265061796,9,96
50.7335,7.08695,1012633109,8,1965
50.716273156096,7.1276386228971,144082885636414,8,49
50.737,7.08844,27564176,8,53
50.73624,7.11365,404804466543428,8,2301
50.7398499,7.08805,5893232,8,149
50.7355732072,7.1081637397,241462299,8,5401
50.733404,7.0984906,258631821424536,8,112
50.72404,7.09021,794627231,8,148
50.734166666667,7.1216666666667,977094513,8,1753
50.71396,7.07122,83119077,8,15
50.73904,7.10654,572494072927727,8,65
50.7261,7.07119,175395363403276,8,126
50.72026,7.10939,23291113,8,60
50.73702,7.09943,265759295,8,149
50.737568792003,7.0989260798391,97397696,8,187
50.732548554039,7.0976840463259,2258064234515770,8,65
50.75099,7.11616,77761732,8,24
50.707705174552,7.1287533111144,1061930490613408,8,769
50.7139,7.16441,175012149627792,8,409
50.714110196782,7.1220588684082,11736052,8,8333
50.7402808955,7.092108457,243086150,7,5820
50.72306,7.08898,23932786,7,64
50.737568792,7.0989260798,97397696,7,207
50.713671348626,7.0455060931877,1035538550,7,53
50.73202633589,7.0971415096214,259349,7,2562
50.715761,7.123215,151876704859464,7,48
50.73236,7.09702,259349,7,1932
50.7241799,7.08984,39796641,7,256
50.7167,7.1,239970062,7,1830
50.7334030235,7.098527484,258631821424536,7,108
50.73868,7.11773,206995239393221,7,372
50.7375348351,7.0957524779,238838996473122,7,1194
50.64023339402,7.2042059996427,416457902056825,7,88
50.704628119349,7.1184931232862,261764267,7,1156
50.7682251532,7.04596636407,545881279,7,56
50.690884621995,7.0947003364563,1453447078204188,7,793
50.74353,7.15164,113193219087540,7,53
50.742191,7.168523,5997001,7,108
50.7434294991,7.1515590498,197285163629958,7,48
50.68368,7.15803,261950913,7,33
50.73607,7.10592,34522171,6,49
50.73511,7.10285,4070490,6,3024
50.73518,7.1027,669822,6,1729
50.738163418417,7.113407837913,1791080,6,293
50.7350800218,7.1151712258,191518031363548,6,905
50.689679999952,7.1695886515484,407689426281174,6,128
50.710532914136,7.1410513013061,188141205165882,6,104
50.72026,7.10939,102755884699279,6,48
50.735023760363,7.1150724264588,191518031363548,6,974
50.73826,7.11393,1791080,6,337
50.68907,7.16628,312855972,6,64
50.6976,7.12841,302534512,6,1057
50.6976,7.12841,342673768,6,723
50.7333,7.06667,241319057,6,2404
50.738315121,7.113852301,171792230087592,6,241
50.719466967535,7.1220943412267,240599256298750,6,133
50.73610478,7.09673725,504593067,6,440
50.73491,7.09833,151092478260754,6,187
50.73425,7.10188,151330078884771,6,148
50.7388199,7.11833,124107887629427,6,476
50.734427625753,7.0992798946159,5678950,6,368
50.73942,7.09249,243556823,6,27
50.73449,7.09939,5678950,6,408
50.7157,7.12682,757837291221996,6,58
50.75701,7.08715,121455641873715,6,151
50.7333767,7.0983257,273680289,6,258
50.71499563,7.04605284,534315390,6,53
50.7059611067,7.15421854751,1016130269,6,42
50.7326912085,7.0975188602,2258064234515770,6,52
50.73288,7.09926,48426123,6,53
50.7375348351,7.0957524779104,238838996473122,6,1238
50.68512,7.15329,157730434656735,6,69
50.75711,7.08088,299033085,6,79
50.73022,7.10535,385520028292709,6,48
50.73727,7.10442,593383107487933,6,74
50.7367,7.0969,137351528483201,6,28
50.73707,7.10644,110348420380580,6,69
50.710345286561,7.1411021401694,1012433844,6,52
50.7256,7.16037,567886168,6,377
50.70459,7.1489,188139351697395,6,2878
50.7326559016,7.0975065465,510368273099540,6,48
50.6836,7.17556,594798648,5,69
50.715847957488,7.1552009629997,215658303,5,377
50.7387299,7.11745,311957451,5,208
50.717832,7.152393,1940645929554733,5,67
50.683785499016,7.1531947690792,1842498979367772,5,51
50.747402860992,7.0492028157714,272469463,5,1665
50.73233,7.09908,962915,5,339
50.74222689623,7.168404890041,284002885014293,5,54
50.68366196,7.15011894,311856065862073,5,37
50.73862,7.1159,295919697,5,67
50.732345386956,7.099008118518,962915,5,338
50.71648031342,7.1103083723354,3053117,5,501
50.73682,7.10118,1628040950785418,5,7198
50.7162521979,7.05089256378,304664400,5,3277
50.69604,7.14855,153286075313971,5,22
50.7333,7.05,290586335,5,1002
50.732848464085,7.0997096372583,768203780,5,77
50.7427599,7.10441,5248298,5,397
50.7241799,7.08984,15210269,5,78
