lat,lon,node.location_id,posts_match,posts_sum
50.7481,7.0845,236292751,286,1418
50.721875886265,7.0720779354633,255419179,199,327
50.668473574964,7.1731570194716,111979867,167,393
50.734078745633,7.1278223733374,129572781009837,91,159
50.697153861468,7.0874138008482,272913328,86,171
50.74362,7.18858,155421714491464,75,123
50.73209,7.10057,506801596196604,71,883
50.683630225135,7.1599762070666,228014686,61,14061
50.74707,7.08436,108134708163,61,220
50.713749815022,7.1731800951916,151319605506077,59,121
50.7333,7.1,107481562,52,18691
50.74093315589,7.0707115735,191565457549940,51,352
50.7331,7.13972,1011605566,50,137
50.71807804502,7.1525847665282,153814,49,8530
50.72473,7.15226,124800600878355,47,77
50.709668822391,7.1171321456046,303711382,46,273
50.752938050353,7.1172020427182,243450422436346,45,62
50.754369420313,7.0822363919744,5771912,44,180
50.72405,7.05016,1609486259325805,43,157
50.752856084541,7.1175414022585,263679604,41,87
50.74362,7.18858,285272126,38,82
50.7481,7.0845,1748100208802240,38,159
50.713890940687,7.071961521424,342660859705508,35,53
50.74295,7.09182,1418513391792009,35,96
50.7338888889,7.0997222222,501757763,34,1371
50.72289525,7.07292747,177127389474061,34,58
50.683630225135,7.1599762070666,50635685,34,9140
50.725518388908,7.0648590554472,258499181387891,33,69
50.7351,7.09923,1007444547,32,23099
50.747183880901,7.0841119151202,1015982727,32,140
50.7345699,7.1268097,130467000826908,31,56
50.74362,7.18858,275924436192105,30,51
50.69776,7.12489,380993318689581,30,77
50.7517001778,7.08454742097,799896128,30,73
50.70933,7.11755,415123931858827,28,50
50.7288,7.14164,2172986869384292,27,52
50.70561,7.06679,221937234955514,27,48
50.734033,7.0985952,261616352,27,133
50.7288,7.14164,914285936,26,52
50.73651,7.09288,14776968,26,1950
50.7333,7.13333,242136127,26,12695
50.6667,7.18333,548382819,25,3013
50.7496099,7.14946,403181463050728,25,93
50.669681026801,7.172612606288,164992770225227,24,48
50.66618,7.17424,1966173943613484,24,53
50.66618,7.17424,787837518064028,24,56
50.67055,7.17346,1791313404502522,24,50
50.733615583333,7.1275166666667,39549590,23,84
50.733485020094,7.1325167383451,498757500257464,23,465
50.74966,7.11926,1918537465048572,22,56
50.704667790323,7.1351361272589,236501723,22,3226
50.698577777778,7.0562277777778,930428744,21,1256
50.698535679774,7.1232076288704,138822895,21,65
50.742452267284,7.0909460527327,1027698929,21,138
50.747216380185,7.0840106700035,751062922,20,57
50.6695211047,7.17269223744,317737887,19,59
50.75343588,7.05294726,418823899,19,67
50.669739167888,7.1721270831762,1841490752602990,18,120
50.76016,7.07382,330382637495677,18,76
50.753525,7.08208,413581199007825,18,70
50.717549934314,7.118593454361,1000311,18,2746
50.698206492044,7.1237082224653,2402798016413583,18,48
50.69848021,7.12346192,503401976778678,18,48
50.724453549761,7.0499049699742,51309507,18,42
50.74092,7.0708,1445729825497132,17,65
50.741482740232,7.0608677597627,368030300406424,17,46
50.72445,7.04998,1021864448,17,41
50.74707,7.08436,1770081169731969,17,50
50.7333,7.06667,241319057,16,2404
50.714110196782,7.1220588684082,11736052,16,8333
50.736917961134,7.0969088417431,3148868,16,548
50.712594916667,7.0770539,625095221,16,49
50.723761748161,7.050732189058,1390388077934815,15,49
50.745245677282,7.0816775702584,110924640662244,15,18
